mountain,zone,coords,directions,description,no,routeName,difficulty
부산 금강공원,twin pine tree,"35.222712,129.075126",,,1,twin pine tree,?
부산 금강공원,"달오, traverse","35.222712,129.075126",,,1,달오,"traverse, ?"
부산 금강공원,white slab,"35.222712,129.075126",,,1,white slab,?
부산 금강공원,clonoscope,"35.222712,129.075126",,,1,pinch the lip,6a+
부산 금강공원,clonoscope,"35.222712,129.075126",,,2,clonoscope,6b+
부산 금강공원,clonoscope,"35.222712,129.075126",,,3,pinch the lip,"sit, 7a+"
부산 금강공원,rosemary,"35.222712,129.075126",,,1,rosemary,4
부산 금강공원,흰소,"35.222712,129.075126",,,1,흰소,?
부산 금강공원,완생,"35.222712,129.075126",,,1,완생1,5
부산 금강공원,완생,"35.222712,129.075126",,,2,완생2,6a
부산 금강공원,language,"35.222712,129.075126",,,1,ufo,"left, 5"
부산 금강공원,language,"35.222712,129.075126",,,2,ufo,"right, 6a+"
부산 금강공원,language,"35.222712,129.075126",,,3,alien,6b+
부산 금강공원,language,"35.222712,129.075126",,,4,luca,6c+
부산 금강공원,language,"35.222712,129.075126",,,5,language oder than words,6c+
부산 금강공원,language,"35.222712,129.075126",,,6,language older than words r to l,6c+
부산 금강공원,language,"35.222712,129.075126",,,7,language younger than words,7a+
부산 금강공원,미생,"35.222712,129.075126",,,1,미생,6b+
부산 금강공원,계곡아래,"35.222712,129.075126",,,1,계곡아래,?
부산 금강공원,똥개,"35.222712,129.075126",,,1,똥개,6c+
부산 금강공원,똥개,"35.222712,129.075126",,,2,똥개,"traverse, ?"
부산 금강공원,intermezzo,"35.222712,129.075126",,,1,romance,5
부산 금강공원,intermezzo,"35.222712,129.075126",,,2,intermezzo,"easy, 6a"
부산 금강공원,intermezzo,"35.222712,129.075126",,,3,intermezzo,6b+
부산 금강공원,숨은그림찾기,"35.222712,129.075126",,,1,숨은그림찾기,6a
부산 금강공원,흰나비,"35.222712,129.075126",,,1,흰나비,6a
부산 금강공원,흰나비,"35.222712,129.075126",,,2,project,?
부산 금강공원,horse rock(말바위),"35.222712,129.075126",,,1,딱b,3
부산 금강공원,horse rock(말바위),"35.222712,129.075126",,,2,말꼬삐,4
부산 금강공원,horse rock(말바위),"35.222712,129.075126",,,3,말,6a
부산 금강공원,horse rock(말바위),"35.222712,129.075126",,,4,running horse,6b+
부산 금강공원,horse rock(말바위),"35.222712,129.075126",,,5,말달리자,6b+
부산 금강공원,horse rock(말바위),"35.222712,129.075126",,,6,flying horse,6c
부산 금강공원,horse rock(말바위),"35.222712,129.075126",,,7,redmonkey,6c+
부산 금강공원,horse rock(말바위),"35.222712,129.075126",,,8,dark horse,?
부산 금강공원,horse rock(말바위),"35.222712,129.075126",,,9,말 달리자,"extention, ?"
부산 금강공원,cannon,"35.222712,129.075126",,,1,천국의 계단,"left, 4"
부산 금강공원,cannon,"35.222712,129.075126",,,2,천국의 계단,"right, 4"
부산 금강공원,cannon,"35.222712,129.075126",,,3,cannon,"sit, 6b"
부산 금강공원,retro rocket,"35.222712,129.075126",,,1,warm up-kid,3
부산 금강공원,retro rocket,"35.222712,129.075126",,,2,warm up-kide,3+
부산 금강공원,retro rocket,"35.222712,129.075126",,,3,미끈새끈,4
부산 금강공원,retro rocket,"35.222712,129.075126",,,4,warm up-kid3,4
부산 금강공원,retro rocket,"35.222712,129.075126",,,5,warming up,5
부산 금강공원,retro rocket,"35.222712,129.075126",,,6,retro rocket,6a
부산 금강공원,나르샤- 고인돌,"35.222712,129.075126",,,1,고인돌,6a
부산 금강공원,나르샤- 고인돌,"35.222712,129.075126",,,2,고인돌,"extention, 6a+"
부산 금강공원,나르샤- 고인돌,"35.222712,129.075126",,,3,abbott switch,6a+
부산 금강공원,나르샤- 고인돌,"35.222712,129.075126",,,4,나르샤,7b+
부산 금강공원,prism effect,"35.222712,129.075126",,,1,romantic slab,6a
부산 금강공원,prism effect,"35.222712,129.075126",,,2,prism effect,6b+
부산 금강공원,picnic boulder,"35.222712,129.075126",,,1,picnic slab,4
부산 금강공원,picnic boulder,"35.222712,129.075126",,,2,picnic crack,4
부산 금강공원,picnic boulder,"35.222712,129.075126",,,3,picnic crack,"direct, 5"
부산 금강공원,picnic boulder,"35.222712,129.075126",,,4,매일 그대와,5
부산 금강공원,high man,"35.222712,129.075126",,,1,high man,6a+
부산 금강공원,high man,"35.222712,129.075126",,,2,diceplay,6a+
부산 금강공원,matiz you can do it,"35.222712,129.075126",,,1,martiz you can't do it,5
부산 금강공원,vin rouge,"35.222712,129.075126",,,1,vin blanc,6a+
부산 금강공원,vin rouge,"35.222712,129.075126",,,2,vin rouge,6b+
부산 금강공원,new horizon,"35.222712,129.075126",,,1,new horizon,5
부산 금강공원,tender roll,"35.222712,129.075126",,,1,short love,3
부산 금강공원,tender roll,"35.222712,129.075126",,,2,crucial love,4
부산 금강공원,tender roll,"35.222712,129.075126",,,3,crucial love,"direct, 5"
부산 금강공원,tender roll,"35.222712,129.075126",,,4,tender roll,6a+
부산 금강공원,모드니,"35.222712,129.075126",,,1,모드니,6a+
부산 금강공원,모드니,"35.222712,129.075126",,,2,아스라이,6b+
부산 금강공원,hamburg,"35.222712,129.075126",,,1,hamburg,6b+
부산 금강공원,안녕하세요,"35.222712,129.075126",,,1,happy chuseok,4
부산 금강공원,안녕하세요,"35.222712,129.075126",,,2,다라니,6a+
부산 금강공원,안녕하세요,"35.222712,129.075126",,,3,안녕,6a+
부산 금강공원,안녕하세요,"35.222712,129.075126",,,4,nice to meet you,7b
부산 금강공원,안녕하세요,"35.222712,129.075126",,,5,안녕하세요,7c
부산 금강공원,tree fighting,"35.222712,129.075126",,,1,tree fighting,6a
부산 금강공원,a 플러스,"35.222712,129.075126",,,1,a+,3
부산 금강공원,a 플러스,"35.222712,129.075126",,,2,a-,5
부산 금강공원,a 플러스,"35.222712,129.075126",,,3,숨은그림찾기,6a
부산 금강공원,a 플러스,"35.222712,129.075126",,,4,crying frog,6b+
부산 금강공원,a 플러스,"35.222712,129.075126",,,5,endorphin,6b+
부산 금강공원,diedre,"35.222712,129.075126",,,1,diedre,4
부산 금강공원,diedre,"35.222712,129.075126",,,2,diedre,"left, 6a+"
부산 금강공원,삽작거리,"35.222712,129.075126",,,1,삽작거리,"sit, 6c"
부산 금강공원,산할아버지,"35.222712,129.075126",,,1,개구쟁이,4
부산 금강공원,산할아버지,"35.222712,129.075126",,,2,산할아버지,5
부산 금강공원,plastic man,"35.222712,129.075126",,,1,no name temple(암자),5
부산 금강공원,plastic man,"35.222712,129.075126",,,2,buddah's mervy(자비),"direct, 7a+"
부산 금강공원,plastic man,"35.222712,129.075126",,,3,buddah's mercy,"right, 7a+"
부산 금강공원,plastic man,"35.222712,129.075126",,,4,plastic man,7b
부산 금강공원,plastic man,"35.222712,129.075126",,,5,fire man,7b
부산 금강공원,달랑거철,"35.222712,129.075126",,,1,달랑거철,6c+
부산 금강공원,달걀,"35.222712,129.075126",,,1,달걀,4
부산 금강공원,달걀,"35.222712,129.075126",,,2,달걀left,6a
부산 금강공원,달걀,"35.222712,129.075126",,,3,매추리 알,"right, 6a+"
부산 금강공원,달걀,"35.222712,129.075126",,,4,매추리알,"left, 6c+"
부산 금강공원,gattaca,"35.222712,129.075126",,,1,gattaca,6c+
부산 금강공원,mind blowing drug,"35.222712,129.075126",,,1,mind blowing drug,6a+
부산 금강공원,mind blowing drug,"35.222712,129.075126",,,2,mind blowing drug,"right, 6a+"
부산 금강공원,azelea,"35.222712,129.075126",,,1,azelea,6a+
부산 금강공원,couch,"35.222712,129.075126",,,1,couch,?
부산 금강공원,달보드레,"35.222712,129.075126",,,1,달보드레,6b
부산 금강공원,kinder garden,"35.222712,129.075126",,,1,kinder garden1,3
부산 금강공원,kinder garden,"35.222712,129.075126",,,2,kinder garden2,3+
부산 금강공원,kinder garden,"35.222712,129.075126",,,3,prestige,6a
부산 금강공원,kinder garden,"35.222712,129.075126",,,4,kinder garden3,6a
부산 금강공원,kinder garden,"35.222712,129.075126",,,5,green mob,6a+
부산 금강공원,kinder garden,"35.222712,129.075126",,,6,prestige,"sit, ?"
부산 금강공원,drainage,"35.222712,129.075126",,,1,drainage,"left, 6a+"
부산 금강공원,drainage,"35.222712,129.075126",,,2,drainage,"right, 6b+"
부산 금강공원,shreck,"35.222712,129.075126",,,1,shreck slab,4
부산 금강공원,shreck,"35.222712,129.075126",,,2,shreck,7a+
부산 금강공원,sorimsa,"35.222712,129.075126",,,1,소림사,5
부산 금강공원,태권v,"35.222712,129.075126",,,1,태권v,6a+
부산 금강공원,nut's rage,"35.222712,129.075126",,,1,nut's rage,7a+
부산 금강공원,half house,"35.222712,129.075126",,,1,half house,6b+
부산 금강공원,김치볼더,"35.222712,129.075126",,,1,jumping slope,6a
부산 금강공원,김치볼더,"35.222712,129.075126",,,2,kimchi,6c+
부산 금강공원,강강술래,"35.222712,129.075126",,,1,강강술래,3
부산 금강공원,강강술래,"35.222712,129.075126",,,2,feet fighter,6a+
부산 금강공원,swell fish,"35.222712,129.075126",,,1,swellrish,5
부산 금강공원,swell fish,"35.222712,129.075126",,,2,swellrish,"sit, ?"
부산 금강공원,blind eye,"35.222712,129.075126",,,1,blind eye crack,4
부산 금강공원,blind eye,"35.222712,129.075126",,,2,black cat,4+
부산 금강공원,blind eye,"35.222712,129.075126",,,3,black cat- R,4+
부산 금강공원,blind eye,"35.222712,129.075126",,,4,blind eye strait,5+
부산 금강공원,blind eye,"35.222712,129.075126",,,5,blind eye cjump,6a+
부산 금강공원,blind eye,"35.222712,129.075126",,,6,blind eye left,7a
부산 금강공원,blind eye,"35.222712,129.075126",,,7,blind eye right sit,7a
부산 금강공원,cement,"35.222712,129.075126",,,1,cement1,4
부산 금강공원,cement,"35.222712,129.075126",,,2,cement,6a
부산 금강공원,cement,"35.222712,129.075126",,,3,cement left,6b+
부산 금강공원,cement,"35.222712,129.075126",,,4,cement traverse,6c+
부산 금강공원,동현 볼더,"35.222712,129.075126",,,1,dh,6a+
부산 금강공원,동현 볼더,"35.222712,129.075126",,,2,dh,"traverse, 6b+"
부산 금강공원,동현 볼더,"35.222712,129.075126",,,3,potato,6c+
부산 금강공원,easy peasy ,"35.222712,129.075126",,,1,easy peasy,5
부산 금강공원,easy peasy ,"35.222712,129.075126",,,2,greedy pig,6a
부산 금강공원,toilet yoga,"35.222712,129.075126",,,1,toilet yoga,7a+
부산 금강공원,dal oh,"35.222712,129.075126",,,1,warm up lip traverse,4
부산 금강공원,dal oh,"35.222712,129.075126",,,2,warm up face,4
부산 금강공원,dal oh,"35.222712,129.075126",,,3,mansplain,6b+
부산 남문,gate-post,"35.229776,129.056897",,,1,unknown,3
부산 남문,gate-post,"35.229776,129.056897",,,2,sucond command post(2망루)slab,3+
부산 남문,gate-post,"35.229776,129.056897",,,3,second command post(2망루)crack,6a
부산 남문,gate-post,"35.229776,129.056897",,,4,l world,6a+
부산 남문,thanks giving,"35.229776,129.056897",,,1,꼬깔 left,3
부산 남문,thanks giving,"35.229776,129.056897",,,2,꼬깔 right,3
부산 남문,thanks giving,"35.229776,129.056897",,,3,electric egg-left sit,5
부산 남문,thanks giving,"35.229776,129.056897",,,4,thanks giving,5
부산 남문,thanks giving,"35.229776,129.056897",,,5,마징가 왼팔,5
부산 남문,thanks giving,"35.229776,129.056897",,,6,꼬깔,6a
부산 남문,thanks giving,"35.229776,129.056897",,,7,electric egg-center,6a
부산 남문,thanks giving,"35.229776,129.056897",,,8,stingray,6a+
부산 남문,thanks giving,"35.229776,129.056897",,,9,thanks givig -right,6b
부산 남문,thanks giving,"35.229776,129.056897",,,10,마징가 오른팔,6b
부산 남문,thanks giving,"35.229776,129.056897",,,11,unknown,?
부산 남문,thanks giving,"35.229776,129.056897",,,12,iron mask,?
부산 남문,thanks giving,"35.229776,129.056897",,,13,puzzle game,?
부산 남문,thanks giving,"35.229776,129.056897",,,14,unknown,?
부산 남문,thanks giving,"35.229776,129.056897",,,15,unknown,?
부산 남문,thanks giving,"35.229776,129.056897",,,16,unknown,?
부산 남문,thanks giving,"35.229776,129.056897",,,17,project,?
부산 남문,thanks giving,"35.229776,129.056897",,,18,electric egg-right,?
부산 남문,thanks giving,"35.229776,129.056897",,,19,unknown,?
부산 남문,thanks giving,"35.229776,129.056897",,,20,unknown,?
부산 남문,thanks giving,"35.229776,129.056897",,,21,unknown,?
부산 남문,thanks giving,"35.229776,129.056897",,,22,unknown,?
부산 남문,thanks giving,"35.229776,129.056897",,,23,puppy traverse,?
부산 남문,thanks giving,"35.229776,129.056897",,,24,unknown,?
부산 남문,thanks giving,"35.229776,129.056897",,,25,unknown,?
부산 남문,thanks giving,"35.229776,129.056897",,,26,unknown,?
부산 남문,thanks giving,"35.229776,129.056897",,,27,unknown,?
부산 케이블카,gully,"35.224237,129.063306",,,1,cherry blossom,6a
부산 케이블카,gully,"35.224237,129.063306",,,2,stardust,6a+
부산 케이블카,gully,"35.224237,129.063306",,,3,아미타불,6b
부산 케이블카,gully,"35.224237,129.063306",,,4,ufo,7a+
부산 케이블카,gully,"35.224237,129.063306",,,5,no name,?
부산 옥불사,오리 날다,"35.217269,129.059583",,,1,오리 날다,4
부산 옥불사,오리 날다,"35.217269,129.059583",,,2,오리의 꿈,5
부산 옥불사,honey,"35.217269,129.059583",,,1,honey,"direct, 4"
부산 옥불사,honey,"35.217269,129.059583",,,2,honey,7a+
부산 옥불사,g sharp,"35.217269,129.059583",,,1,g sharp,6b+
부산 옥불사,pigeon toe,"35.217269,129.059583",,,1,pigeon toe,6a+
부산 옥불사,dr.hocking,"35.217269,129.059583",,,1,dr.hocking,7b+
부산 옥불사,삼각김밥,"35.217269,129.059583",,,1,mini 삼각김밥,4
부산 옥불사,mr.kim,"35.217269,129.059583",,,1,mr.son,"right, 6a"
부산 옥불사,mr.kim,"35.217269,129.059583",,,2,mr.son,6a+
부산 옥불사,mr.kim,"35.217269,129.059583",,,3,junior traverse,6a+
부산 옥불사,mr.kim,"35.217269,129.059583",,,4,mr.kim,7b
부산 옥불사,san felipe,"35.217269,129.059583",,,1,san felipe,6a
부산 옥불사,san felipe,"35.217269,129.059583",,,2,bipolar disorder,"sit, 6a+"
부산 옥불사,trauma,"35.217269,129.059583",,,1,depressive disorder,"sit, 6a"
부산 옥불사,trauma,"35.217269,129.059583",,,2,trauma,"sit, 6b"
부산 옥불사,trauma,"35.217269,129.059583",,,3,cock comb,?
부산 옥불사,worm hole,"35.217269,129.059583",,,1,wormhole,"left, 6a"
부산 옥불사,worm hole,"35.217269,129.059583",,,2,wormhole,"right, 6a"
부산 옥불사,lame duck,"35.217269,129.059583",,,1,lame duck,6c
부산 옥불사,lame duck,"35.217269,129.059583",,,2,ombudsman,?
부산 옥불사,lonely wolf,"35.217269,129.059583",,,1,lonely wolf,"sit, 5"
부산 옥불사,petrichor,"35.217269,129.059583",,,1,petrichor,6b+
부산 옥불사,tortoise,"35.217269,129.059583",,,1,turtle baby,4
부산 옥불사,tortoise,"35.217269,129.059583",,,2,keumkang,5
부산 옥불사,tortoise,"35.217269,129.059583",,,3,turtle neck,6a
부산 옥불사,tortoise,"35.217269,129.059583",,,4,okbul,6a
부산 옥불사,tortoise,"35.217269,129.059583",,,5,tortoise,6a+
부산 옥불사,tortoise,"35.217269,129.059583",,,6,tortoise arete,6a+
부산 옥불사,ricotta,"35.217269,129.059583",,,1,ricotta,5
부산 옥불사,ricotta,"35.217269,129.059583",,,2,mascarpone,6a
부산 옥불사,emillie-half moon,"35.217269,129.059583",,,1,half moon,6a+
부산 옥불사,emillie-half moon,"35.217269,129.059583",,,2,emille,"sit, 7b+"
부산 옥불사,split espresso,"35.217269,129.059583",,,1,split xspresso,"sit, 6a+"
부산 옥불사,split espresso,"35.217269,129.059583",,,2,americano slab,?
부산 옥불사,crark boy,"35.217269,129.059583",,,1,crack boy,?
부산 옥불사,beautiful dihedral,"35.217269,129.059583",,,1,beautiful dihedral,?
부산 옥불사,cinnamon,"35.217269,129.059583",,,1,connamon traverse,"easy, 6a+"
부산 옥불사,cinnamon,"35.217269,129.059583",,,2,cinnamon traverse,6b+
부산 옥불사,kill me heal me,"35.217269,129.059583",,,1,kill me heal me,6c+
부산 옥불사,kill me heal me,"35.217269,129.059583",,,2,봄날은 온다,7a+
부산 옥불사,my way,"35.217269,129.059583",,,1,your way,3
부산 옥불사,my way,"35.217269,129.059583",,,2,my way,6a
부산 옥불사,배치기,"35.217269,129.059583",,,1,배치기,6b+
부산 옥불사,배치기,"35.217269,129.059583",,,2,little 1974,6c+
부산 옥불사,배치기,"35.217269,129.059583",,,3,triginomety,7a+
부산 옥불사,bump and grind,"35.217269,129.059583",,,1,bump & grind,?
부산 옥불사,시원한 슬랩,"35.217269,129.059583",,,1,시원한 슬랩,?
부산 옥불사,흑룡,"35.217269,129.059583",,,1,lemming dffect,6b+
부산 옥불사,흑룡,"35.217269,129.059583",,,2,lemming effect,6b+
부산 옥불사,흑룡,"35.217269,129.059583",,,3,삼신할매,"sit, 6b+"
부산 옥불사,흑룡,"35.217269,129.059583",,,4,black dragon(흑룡),7a+
부산 옥불사,fall out,"35.217269,129.059583",,,1,fall to fly,7b+
부산 옥불사,kshana,"35.217269,129.059583",,,1,kshana,6b+
부산 옥불사,acheron,"35.217269,129.059583",,,1,acheron,6v+
부산 옥불사,primavera,"35.217269,129.059583",,,1,la primavera,"direct, 3+"
부산 옥불사,primavera,"35.217269,129.059583",,,2,la primavera,"traverse, 6a"
부산 옥불사,primavera,"35.217269,129.059583",,,3,la primavera,"project, ?"
부산 옥불사,heaven's pond,"35.217269,129.059583",,,1,heaven's pond,6a+
부산 옥불사,marsala,"35.217269,129.059583",,,1,marsala,6c+
부산 옥불사,heaven's fish,"35.217269,129.059583",,,1,heaven's fish,6a+
부산 옥불사,ne craignez rien,"35.217269,129.059583",,,1,je suis charlie,5
부산 옥불사,ne craignez rien,"35.217269,129.059583",,,2,ne craignez rien,6b
