mountain,zone,coords,directions,description,no,routeName,difficulty
강원도 고성(high village boulders),bonsai,"38.261451,128.487945",,,4,misdirection,6a
강원도 고성(high village boulders),bonsai,"38.261451,128.487945",,,5,badonkadonk,6a
강원도 고성(high village boulders),bonsai,"38.261451,128.487945",,,6,burn out syndrome,6a
강원도 고성(high village boulders),bonsai,"38.261451,128.487945",,,7,this is not the path to enlightenment,6a+
강원도 고성(high village boulders),bonsai,"38.261451,128.487945",,,8,강원도의 힘 (power of gangwan),6a+
강원도 고성(high village boulders),bonsai,"38.261451,128.487945",,,9,Übermensch (초인),6c+
강원도 고성(high village boulders),bonsai,"38.261451,128.487945",,,10,body karate,7a+
강원도 고성(high village boulders),bonsai,"38.261451,128.487945",,,11,stand into being,4
강원도 고성(high village boulders),bonsai,"38.261451,128.487945",,,12,barney,5
강원도 고성(high village boulders),bonsai,"38.261451,128.487945",,,13,premature evacuator,5
강원도 고성(high village boulders),bonsai,"38.261451,128.487945",,,14,step into being,6a+
강원도 고성(high village boulders),the gully,"38.261451,128.487945",,,1,rebound,4
강원도 고성(high village boulders),the gully,"38.261451,128.487945",,,2,reload,6a
강원도 고성(high village boulders),the gully,"38.261451,128.487945",,,3,recoil,6a+
강원도 고성(high village boulders),the gully,"38.261451,128.487945",,,4,rampart,6b+
강원도 고성(high village boulders),the gully,"38.261451,128.487945",,,5,solitary refinement,7b
강원도 고성(high village boulders),the gully,"38.261451,128.487945",,,6,baby mama drama,5
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,1,이대합격,3
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,2,조개속의 진주,3+
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,3,가리비,4+
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,4,barrel standing,5
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,5,해파랑길,5
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,6,wave attack,6a
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,7,barrel,6a+
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,8,short board,6a+
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,9,chaechae,6b
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,10,fomula,6c
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,11,free climb,6c
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,12,쿠쿠다스,6c+
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,13,대한민국,7a
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,14,군함도,7b
강원도 양양(jukdo),buchaebawi,"37.971566,128.765526",,,16,project,?
전라북도 진안,카타르시스,"35.975471,127.408168",,,1,katharsis,6c+
전라북도 진안,폭주족,"35.975471,127.408168",,,1,폭주족,6b+
전라북도 진안,폭주족,"35.975471,127.408168",,,2,리틀 배트맨,6c
전라북도 진안,폭주족,"35.975471,127.408168",,,3,family business,7a
전라북도 진안,"wet,wet,wet,","35.975471,127.408168",,,1,so easy,4
전라북도 진안,"wet,wet,wet,","35.975471,127.408168",,,2,finger blast,6a
전라북도 진안,"wet,wet,wet,","35.975471,127.408168",,,3,wet,"wet,wet, 6b+"
전라북도 진안,니트로바,"35.975471,127.408168",,,1,kneetrobar,7a
전라북도 진안,발 없는새,"35.975471,127.408168",,,1,투게더 (together),4
전라북도 진안,발 없는새,"35.975471,127.408168",,,2,30원,6a+
전라북도 진안,발 없는새,"35.975471,127.408168",,,3,don't hesitate,6a+
전라북도 진안,발 없는새,"35.975471,127.408168",,,4,홀로 아리랑,6b+
전라북도 진안,발 없는새,"35.975471,127.408168",,,5,don't hesitate,"sit, 6c+"
전라북도 진안,발 없는새,"35.975471,127.408168",,,6,발 없는 새,7a+
전라북도 진안,발 없는새,"35.975471,127.408168",,,7,three little birds,7c
전라북도 진안,작은고추,"35.975471,127.408168",,,1,작은 고추1,4
전라북도 진안,작은고추,"35.975471,127.408168",,,2,작은 고추2,5
전라북도 진안,왕자와 거지,"35.975471,127.408168",,,1,왕자와 거지,6a
전라북도 진안,왕자와 거지,"35.975471,127.408168",,,2,어린완자,6a
전라북도 진안,왕자와 거지,"35.975471,127.408168",,,3,외톨이,6a+
전라북도 진안,왕자와 거지,"35.975471,127.408168",,,4,unknown2,6b+
전라북도 진안,a6,"35.975471,127.408168",,,1,a6,7a
전라북도 진안,a6,"35.975471,127.408168",,,2,watchman left,7b
전라북도 진안,a6,"35.975471,127.408168",,,3,snow man,7b
전라북도 진안,a6,"35.975471,127.408168",,,4,a6 left,7b+
전라북도 진안,a6,"35.975471,127.408168",,,5,road hunter,7b+
전라북도 진안,a6,"35.975471,127.408168",,,6,watchman,7c
전라북도 진안,a6,"35.975471,127.408168",,,7,a6 left,"sit, 7c"
전라북도 진안,a6,"35.975471,127.408168",,,8,snow man,sit
전라북도 진안,x맨,"35.975471,127.408168",,,1,x man,7a+
전라북도 진안,프리쳐스,"35.975471,127.408168",,,1,이별 여행,6a
전라북도 진안,프리쳐스,"35.975471,127.408168",,,2,not too easy,6a+
전라북도 진안,프리쳐스,"35.975471,127.408168",,,3,festival,6c
전라북도 진안,프리쳐스,"35.975471,127.408168",,,4,maotai,6c
전라북도 진안,프리쳐스,"35.975471,127.408168",,,5,bishop,6c+
전라북도 진안,프리쳐스,"35.975471,127.408168",,,6,기다리 다이노,7a+
전라북도 진안,프리쳐스,"35.975471,127.408168",,,7,preachers,7b+
전라북도 진안,천렵 바위,"35.975471,127.408168",,,1,천렵1,5
전라북도 진안,천렵 바위,"35.975471,127.408168",,,2,삼각김밥 트래버스,6b+
전라북도 진안,천렵 바위,"35.975471,127.408168",,,3,천렵2,6c+
전라북도 진안,천렵 바위,"35.975471,127.408168",,,4,range against machine,7a+
전라북도 진안,천렵 바위,"35.975471,127.408168",,,5,bros,7a+
전라북도 진안,로드 최,"35.975471,127.408168",,,1,로드 최,4
전라북도 진안,로드 최,"35.975471,127.408168",,,2,동계 침낭,5
전라북도 진안,로드 최,"35.975471,127.408168",,,3,이른아침 뜀박질,6a+
전라북도 진안,gold rush,"35.975471,127.408168",,,1,단풍,4
전라북도 진안,gold rush,"35.975471,127.408168",,,2,가을,6a
전라북도 진안,gold rush,"35.975471,127.408168",,,3,gold rush,6b+
전라북도 진안,쪼꼬미,"35.975471,127.408168",,,1,쪼꼬미(jjoggomi),6c+
전라북도 진안,돌천막,"35.975471,127.408168",,,1,돌천막1,6a
전라북도 진안,돌천막,"35.975471,127.408168",,,2,돌천막2,6a+
전라북도 진안,돌천막,"35.975471,127.408168",,,3,fly light,6b+
전라북도 진안,돌천막,"35.975471,127.408168",,,4,된비알,6b+
전라북도 진안,돌천막,"35.975471,127.408168",,,5,다랑귀 놀이,7a+
전라북도 진안,돌천막,"35.975471,127.408168",,,6,fly harder,7a+
전라북도 진안,돌천막,"35.975471,127.408168",,,7,오마이정,7a+
전라북도 진안,돌천막,"35.975471,127.408168",,,8,붉은 노을,7a+
전라북도 진안,돌천막,"35.975471,127.408168",,,9,soft tree,7b
전라북도 진안,돌천막,"35.975471,127.408168",,,10,korean el poussah,7b
전라북도 진안,돌천막,"35.975471,127.408168",,,11,under pressure,7b+
전라북도 진안,돌천막,"35.975471,127.408168",,,12,enemy of gate,7b+
전라북도 진안,돌천막,"35.975471,127.408168",,,13,gate of illusions,7c
전라북도 진안,돌천막,"35.975471,127.408168",,,14,under pressure,"sit, 7c"
전라북도 진안,돌천막,"35.975471,127.408168",,,15,wind gate1,7c
전라북도 진안,meteorite,"35.975471,127.408168",,,1,meteorite,3
전라북도 진안,meteorite,"35.975471,127.408168",,,2,meteorite,"left, 4"
전라북도 진안,holon,"35.975471,127.408168",,,1,holon,6c+
전라북도 진안,holon,"35.975471,127.408168",,,2,homo ludens,7a+
전라북도 진안,둘이같이 하나,"35.975471,127.408168",,,1,하나-하나,4
전라북도 진안,둘이같이 하나,"35.975471,127.408168",,,2,둘이같이 하나,6a
전라북도 진안,둘이같이 하나,"35.975471,127.408168",,,3,하나+하나,6a
전라북도 진안,둘이같이 하나,"35.975471,127.408168",,,4,killing slab,?
전라북도 진안,special korea,"35.975471,127.408168",,,1,응답하라 1988,6b+
전라북도 진안,special korea,"35.975471,127.408168",,,2,special korea,6c+
전라북도 진안,special korea,"35.975471,127.408168",,,3,빵빵,6c+
전라북도 진안,대전 블루스,"35.975471,127.408168",,,1,morning coffee,6a+
전라북도 진안,대전 블루스,"35.975471,127.408168",,,2,부산 갈매기,6b
전라북도 진안,대전 블루스,"35.975471,127.408168",,,3,대전 블루스,"right, 6b+"
전라북도 진안,대전 블루스,"35.975471,127.408168",,,4,대전 블루스,"left, 7b"
전라북도 진안,긴팔 원숭이,"35.975471,127.408168",,,1,긴팔 원숭이,7b
전라북도 진안,물꽃/hero,"35.975471,127.408168",,,1,해적왕,5
전라북도 진안,물꽃/hero,"35.975471,127.408168",,,2,미끄덩,6a+
전라북도 진안,물꽃/hero,"35.975471,127.408168",,,3,물꽃(water flower),6b+
전라북도 진안,물꽃/hero,"35.975471,127.408168",,,4,평행선,6b+
전라북도 진안,물꽃/hero,"35.975471,127.408168",,,5,free hug,6c+
전라북도 진안,물꽃/hero,"35.975471,127.408168",,,6,hero,7b+
전라북도 진안,이슬톡톡,"35.975471,127.408168",,,1,crispy,5
전라북도 진안,이슬톡톡,"35.975471,127.408168",,,2,이슬톡톡,6a+
전라북도 진안,dream come true,"35.975471,127.408168",,,1,dream come true,"left, 3"
전라북도 진안,dream come true,"35.975471,127.408168",,,2,dream come true,4
전라북도 진안,만만한길,"35.975471,127.408168",,,1,만만한길,6a
전라북도 진안,만만한길,"35.975471,127.408168",,,2,더만만한길,6a+
전라북도 진안,만만한길,"35.975471,127.408168",,,3,축제,6b+
전라북도 진안,물조심,"35.975471,127.408168",,,1,unknown,5
전라북도 진안,물조심,"35.975471,127.408168",,,2,물조김,6a+
전라북도 진안,탄이,"35.975471,127.408168",,,1,놀면 뭐해,4
전라북도 진안,탄이,"35.975471,127.408168",,,2,디딤돌,6a+
전라북도 진안,탄이,"35.975471,127.408168",,,3,탄이,7a+
전라북도 진안,탄이,"35.975471,127.408168",,,4,bishop kim,7a+
전라북도 진안,excalibur,"35.975471,127.408168",,,1,excalibur,6b+
전라북도 진안,excalibur,"35.975471,127.408168",,,2,stand up,7a+
전라북도 진안,히치 하이킹,"35.975471,127.408168",,,1,hitch hiking,3
전라북도 진안,고투헤븐,"35.975471,127.408168",,,1,파란하늘,4
전라북도 진안,고투헤븐,"35.975471,127.408168",,,2,상록수,4
전라북도 진안,고투헤븐,"35.975471,127.408168",,,3,불꽃놀이,4+
전라북도 진안,고투헤븐,"35.975471,127.408168",,,4,go to heaven,6a+
전라북도 진안,고투헤븐,"35.975471,127.408168",,,5,불면증,6b+
전라북도 진안,고투헤븐,"35.975471,127.408168",,,6,go to hall,7a+
전라북도 진안,고투헤븐,"35.975471,127.408168",,,7,천국과 지옥사이,7a+
전라북도 진안,고투헤븐,"35.975471,127.408168",,,8,what the hell,7b
전라북도 진안,몽우리 돌,"35.975471,127.408168",,,1,몽우리 돌,6a+
전라북도 진안,땅파지마,"35.975471,127.408168",,,1,땅파지마발닿았어,5
전라북도 진안,물망초,"35.975471,127.408168",,,1,물망초,6a+
전라북도 진안,딜리버리맨/알바트로스,"35.975471,127.408168",,,1,갈대의 순정,5
전라북도 진안,딜리버리맨/알바트로스,"35.975471,127.408168",,,2,quick service,"left, 6a"
전라북도 진안,딜리버리맨/알바트로스,"35.975471,127.408168",,,3,quick service,"right, 6b+"
전라북도 진안,딜리버리맨/알바트로스,"35.975471,127.408168",,,4,albatross,6c
전라북도 진안,딜리버리맨/알바트로스,"35.975471,127.408168",,,5,delivery man,7a
전라북도 진안,딜리버리맨/알바트로스,"35.975471,127.408168",,,6,since1974,7a+
전라북도 진안,딜리버리맨/알바트로스,"35.975471,127.408168",,,7,delivery man,"low start, 7a+"
전라북도 진안,딜리버리맨/알바트로스,"35.975471,127.408168",,,8,delivery man,"direct, sit, 7b+"
전라북도 진안,딜리버리맨/알바트로스,"35.975471,127.408168",,,9,since 1974,"low, 7b+"
전라북도 진안,버티고,"35.975471,127.408168",,,1,small one,4
전라북도 진안,버티고,"35.975471,127.408168",,,2,broken,6c+
전라북도 진안,버티고,"35.975471,127.408168",,,3,버티고,7b
전라북도 진안,보글보글,"35.975471,127.408168",,,1,보글보글,4
전라북도 진안,곰비인비,"35.975471,127.408168",,,1,190cm,4
전라북도 진안,곰비인비,"35.975471,127.408168",,,2,곰비인비,6a+
전라북도 진안,거지 ,"35.975471,127.408168",,,1,친구들,4
전라북도 진안,거지 ,"35.975471,127.408168",,,2,black,5
전라북도 진안,거지 ,"35.975471,127.408168",,,3,거지,6a
전라북도 진안,걸스 볼더,"35.975471,127.408168",,,1,걸스 볼더,6a+
전라북도 진안,부직포,"35.975471,127.408168",,,1,부직포,?
전라북도 진안,옹박,"35.975471,127.408168",,,1,옹박,"left, ?"
전라북도 진안,옹박,"35.975471,127.408168",,,2,옹박,"right, ?"
전라북도 진안,다이노 사피엔스,"35.975471,127.408168",,,1,crimp sapience,5
전라북도 진안,다이노 사피엔스,"35.975471,127.408168",,,2,ceimp sapience,"dyno, 6a"
전라북도 진안,다이노 사피엔스,"35.975471,127.408168",,,3,crimp sapience,"right, 6a+"
전라북도 진안,다이노 사피엔스,"35.975471,127.408168",,,4,phono sapience,"sit, 6b+"
전라북도 진안,다이노 사피엔스,"35.975471,127.408168",,,5,dyno sapience,"sts, 7b"
전라북도 진안,다이노 사피엔스,"35.975471,127.408168",,,6,s line dyno,?
전라북도 진안,샤갈/말벌,"35.975471,127.408168",,,1,말벌,"sds, 6a+0"
전라북도 진안,샤갈/말벌,"35.975471,127.408168",,,2,샤갈의 눈내리는 마을,"sts, 7b"
전라북도 진안,샤갈/말벌,"35.975471,127.408168",,,3,샤갈의 눈내리는 마을,?
전라북도 진안,time attack,"35.975471,127.408168",,,1,time ataack,6c+
전라북도 진안,솔로,"35.975471,127.408168",,,1,solo,3
전라북도 진안,솔로,"35.975471,127.408168",,,2,solo,"sit, 5"
전라북도 진안,솔로,"35.975471,127.408168",,,3,앉아 쫘,6c+
